Series Name,Series Code,Country Name,Country Code,2024 [YR2024],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975]
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,..,1067582933333.33,1108571466666.67,874156000000,734271200000,838564800000,846583733333.333,714994666666.667,666000000000,669484266666.667,766605866666.667,753864533333.333,741849866666.667,676634666666.667,528207200000,429097866666.667,519796800000,415964509673.115,376900133511.348,328459608764.111,258742133333.333,215807733333.333,189605866666.667,184137600000,189514933333.333,161717066666.667,146775466666.667,165963684913.218,158662483311.081,143343124165.554,135174899866.489,132967957276.368,137087850467.29,132223230974.633,117630173564.753,95344459279.0387,88256074766.3551,85695861148.1976,86961922765.3254,103897846493.65,119624858115.778,129171635311.143,153240313858.323,184291360138.69,164539660725.118,111858444786.224,80266516686.5614,74188986586.0629,64005665722.3796,46773208642.6814
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,..,380699271814.508,406920004594.074,420886877628.703,337974655408.055,389330032224.269,405260723892.517,381448814653.456,323585509674.481,346709790458.563,381198869776.106,400886013595.573,434400545085.811,458199494830.834,417363822801.713,329754060647.129,316131258616.309,333077117253.684,303858675363.643,288867217196.534,255806908594.573,197018965308.697,129087556612.449,135429905922.526,151752757215.309,151516957078.536,152982984557.233,168978057327.73,163234925380.563,171735933897.331,153512712381.836,147194747565.75,146956150986.636,135203698237.977,126048140141.869,108055624081.806,103976831870.957,96535763418.3729,73354771399.2627,64459376086.6883,84870163365.9306,96204110941.5672,85904057409.3585,93141472163.7596,89411864402.4272,63038658088.9121,51607412901.8532,45328411332.1028,41150460287.6151,42906905672.42
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,..,1620090734956.89,1446498147749.03,1461244901852.69,1289783836971.21,1403496387686.27,1431642809327.06,1321754088818.83,1243015667917.12,1206164777553.12,1380244561361.96,1362186923157.65,1330994811670.31,1487568659241.25,1427989078916.67,1496587590847.66,1636115447612.5,1476746276854.51,1261846683275.29,1154667551775.88,1069829382514.67,907963217057.645,708938227243.923,627798682378.741,598102854756.08,634394904386.874,618731484575.12,589739772727.273,642251412058.321,614170002668.802,530183651720.283,524700572623.872,630465353486.104,576753902321.857,536175326477.31,414460794096.978,375891716897.586,318520253335.13,251141555185.933,180664322896.282,171979977230.387,170829074245.94,195856752991.065,202663023968.283,232600556973.776,214448666336.143,160484969618.056,132354665936.473,118422534195.474,114695060869.565
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,..,109265503110.904,51666875363.0963,34229513774.9936,27034593750,32338079165.2893,32333780383.2924,41283617976.1905,42630376000,51726758676.7677,49516748617.9775,43024018082.1918,37632919966.6667,55018567210.5263,58962978034.4828,51621044076.9231,64833083257.1431,59440139774.8128,45263831634.1497,35182711987.974,26646007250.7319,21355298459.5955,18137128388.3606,15716361792.1926,12257299147.2936,10682028339.6898,11250221536.7484,11681175864.3383,9018300724.66086,13830369852.313,12793798418.3843,8881010081.24942,7031933491.84899,44171194366.2039,33641222222.2222,21408111111.1111,14372555555.5556,12093333333.3333,10092200000,8075259600.3398,10447615384.6154,8230153846.15385,8732542273.73424,10753888154.2798,8951800000,8418407786.60599,8128719315.0792,7499005639.37649,6013210815.66115,4823090191.91008
GDP (current US$),NY.GDP.MKTP.CD,Turkiye,TUR,..,1118252964260.77,907118434653.505,819865223976.115,720338490327.248,761005915750.925,778972108040.602,858988492853.742,869682881593.041,864313810469.009,938934609296.966,957799120008.32,880555885492.269,838785289694.35,776967266305.53,649289324627.732,770449132861.373,681321124295.914,557076157773.479,506314717661.655,408865430220.331,314595572145.767,240249071871.106,201753123806.695,274294623164.043,256395932738.435,275941990764.18,189878399894.643,181464408820.097,169319579016.25,130650447499.071,180415757851.616,159104772991.851,151034731543.624,150655500191.644,107127191328.935,90875175808.7201,87190081680.28,75673037037.037,67232758620.6897,59937602179.8365,61803555555.5556,64369325153.3742,71180180180.1802,68823684210.5263,89616129032.2581,65912500000,58683333333.3333,51450000000,46042857142.8571
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,..,3380854520809.54,3114042471144.39,3143323050707.26,2696778386607.65,2851407164907.81,2871340347581.79,2680148052335.3,2689106566899.61,2927911140916.73,3064708247921.43,2784853502534.29,2707089726614.64,2663805834828.07,2485482596184.71,2412840006231.5,2929411764705.88,3090510204081.63,2708441582336.71,2543180000000,2421525082387.4,2054422857142.86,1785729916067.15,1649827263567.01,1665534876683.31,1687830448147.55,1653694932096.72,1560911918795.02,1419645865834.63,1344240176739.78,1140489745944.29,1061388722255.55,1179659529659.53,1142797178130.51,1093169389204.55,926884816753.927,910122732123.799,745162608269.325,601452653180.885,489285164271.047,461487097632.349,489618008185.539,515048916841.37,540765675241.158,564947710899.373,438994070309.191,335883029721.956,263066457352.172,232614555256.065,241756637168.142
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,..,27720709000000,26006893000000,23681171000000,21354105000000,21539982000000,20656516000000,19612102000000,18804913000000,18295019000000,17608138000000,16880683000000,16253970000000,15599732000000,15048971000000,14478067000000,14769862000000,14474228000000,13815583000000,13039197000000,12217196000000,11456450000000,10929108000000,10581929000000,10250952000000,9631172000000,9062817000000,8577552000000,8073122000000,7639749000000,7287236000000,6858559000000,6520327000000,6158129000000,5963144000000,5641580000000,5236438000000,4855215000000,4579631000000,4338979000000,4037613000000,3634038000000,3343789000000,3207041000000,2857307000000,2627333000000,2351599000000,2081826000000,1873412000000,1684904000000
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,..,514130432653.081,502731935197.487,415178792769.884,349473015336.939,417989721734.494,427049432149.345,390516804016.501,369255326235.771,370275469560.166,414105366758.911,400218529747.597,384610125384.033,360832739558.385,300189052694.029,253547358747.447,315474615738.598,257916133424.098,222116541865.214,180617467964.602,147824370319.946,124346358066.712,109816201497.617,103311640571.818,104337372362.151,84445473110.9598,75674336283.1858,78839008444.5655,73571233996.1863,65743666575.8649,59305093979.842,55625170253.337,54239171887.769,51552165622.4462,50701443748.2975,41464995913.9199,36275674203.2144,36384908744.2114,33943612094.7971,40603650231.5445,41807954235.903,42803323345.1376,46622718605.2847,49333424135.1131,43599160050.3322,31225659620.9951,23775764224.6832,24871775164.6043,19213158778.7928,14720728248.5355
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Algeria,DZA,4.04611455313434,9.32217375928322,9.26551551551553,7.22606307415477,2.41513094083414,1.95176821052892,4.26999020467084,5.59111590961664,6.39769480268757,4.78444700693889,2.91692692067458,3.25423910998847,8.89145091062317,4.5242115050527,3.91106195534028,5.73706036145628,4.85859062814939,3.67899574741699,2.31149918514424,1.38244656662118,3.96180030257187,4.268953958395,1.41830192345051,4.22598834854673,0.339163189071768,2.64551113392799,4.95016163793114,5.73352275357187,18.6790758601749,29.7796264864999,29.0476561173071,20.5403261235827,31.6696619117149,25.8863869348513,16.6525343885432,9.30436125843166,5.91154496373489,7.44126091287247,12.3716091651299,10.4822870444467,8.116397955171,5.9671639303272,6.54250963007673,14.6548426360634,9.51782449754963,11.3486005086091,17.5239234455033,11.989283322105,9.43073540174557,8.23031665265143
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Brazil,BRA,4.36746407652337,4.59356282283204,9.28010608956873,8.30165975585673,3.21176803803376,3.73297621216894,3.66485028376729,3.44637335032669,8.73914352329393,9.02990102416136,6.32904015516139,6.20431066640101,5.40349914036997,6.6364496221309,5.03872690108075,4.88803479876799,5.67859390284168,3.64127299102652,4.18356812896909,6.86953720898964,6.59718509985963,14.7149197228147,8.45016437708331,6.84035902487523,7.04414105947266,4.85844749902667,3.19507629280052,6.92671251629154,15.7576656002606,66.0070335542481,2075.88839757325,1927.38079016026,951.962053052818,432.786661926461,2947.732772483,1430.7237251472,629.114509120897,228.336162575513,147.142826237604,225.989665211895,192.121733132051,135.027682230473,100.54335919485,101.725072957927,..,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Canada,CAN,2.38158383281173,3.87900159788426,6.80280115341613,3.39519318527528,0.716999632307827,1.94926902411593,2.26822567248103,1.59688412852977,1.42875954701085,1.12524136094277,1.90663590717861,0.938291897815317,1.51567823124517,2.91213508872351,1.77687154092627,0.299466803009299,2.37027067444299,2.13838399266837,2.00202539534161,2.21355203439767,1.85725871857256,2.75856321360112,2.25839440940855,2.52512013979906,2.71943995691976,1.73484295105918,0.99594245665802,1.62121638084531,1.57053112507138,2.14876033057849,0.165562913907291,1.86507936507939,1.49013290374545,5.62586408593005,4.78047693336304,4.98362189985958,4.02823414871611,4.3561087122174,4.19478629085621,3.96203054065205,4.30477830391737,5.86358802977368,10.7689718997139,12.4716124148372,10.1292205085453,9.14467697907181,8.97372335151214,7.9764453961457,7.54173862982148,10.672188595094
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,China,CHN,0.218128938439177,0.234836828893051,1.97357555739051,0.981015135544882,2.41942189457782,2.89923416358227,2.07479039965576,1.59313600071436,2.00000182191943,1.43702380935655,1.92164162788521,2.62105001748115,2.61952432645541,5.55389892257493,3.17532475269199,-0.728165250932898,5.92525137041092,4.81676767378834,1.6494309945586,1.77641407667571,3.82463743108159,1.12760348729637,-0.731970902350244,0.719125609120114,0.347811226864587,-1.40147268276465,-0.773186011549318,2.78646505531882,8.31316028893909,16.7912251650916,24.2569897243361,14.6100786356602,6.35398134024869,3.55668565220452,3.05229012075233,18.2456383621648,18.8118179448753,7.23383553065609,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Chile,CHL,4.29763891572524,7.58168251407962,11.643866711056,4.52456838259144,3.04549084804326,2.55754475703327,2.43488981353057,2.18271846868519,3.78619355893118,4.34877353217044,4.71867527854672,1.7895555398459,3.00744840213047,3.34121694259302,1.41071107954321,0.353045178360937,8.71626873039607,4.40779938398044,3.39201733699405,3.05257621387849,1.05473871403517,2.8101787574361,2.48939816650705,3.56910053001467,3.84327295706565,3.33687917526023,5.11024954517559,6.13386464357927,7.35911781788767,8.23263034116114,11.4431196444973,12.7277669490964,15.4258064688928,21.7844124277757,26.0364811362364,17.0279367308962,14.684351250082,19.8808457201905,19.4768379232582,30.7034989096151,19.8602056602626,27.2571946726204,9.94102693041832,19.6868327084319,35.1383405330485,33.3892190102252,40.0872246313854,91.9541325565104,211.924302225904,374.735274232635
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Egypt, Arab Rep.",EGY,..,33.8847763115546,13.8956609775178,5.21404940513043,5.04493288977539,9.15279959324804,14.4014657807422,29.5066083940039,13.813606214829,10.370490343517,10.0702154687481,9.46971981064921,7.11172943343083,10.0649259874818,11.2651882653185,11.7634954386443,18.3168316831684,9.3189690579923,7.64452644526434,4.86939696871988,11.270619332052,4.50777636319304,2.73723855000334,2.26975720475956,2.68380535348546,3.07949912638332,3.8725754642749,4.62560578826438,7.18710369719992,15.7422305021596,8.15423128587096,12.0897922868977,13.6374241717218,19.7485448195578,16.7563747077691,21.2618670886078,17.66348615313,19.693593314763,23.8642898217366,12.1067560598247,17.0363663799608,16.079873883342,14.8230088495577,10.3172842245396,20.8192249324218,9.90436051231129,11.078100382614,12.7321627929891,10.3174158877413,9.66969548151245
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ethiopia,ETH,..,30.2188278135278,33.8898797100898,26.8395221557722,20.3563468559061,15.8096321719344,13.8330356586661,10.6871150284238,6.62813337230924,9.56889955968623,6.89001951597192,7.46402192944517,23.600417677317,33.2499598823344,8.14926402965082,8.48364404530282,44.3566858766952,17.2404008340898,12.2994763114825,9.96997123512892,3.32737047894847,13.6740452028272,0.675089102170801,-8.23784453391137,0.662458109266482,7.94144864137325,0.894801693964107,2.39520958083829,-8.48424868948825,10.0221733553239,7.59387600185337,3.54306596166032,10.5274440119592,35.7225982298715,5.15248124174767,7.81730118223048,7.08071532141089,-2.42867248283368,-9.80876507050661,19.0646851444406,8.41727378312053,-0.675378064854718,5.89006107723961,6.13596718680434,4.48253780600435,16.0322359396519,14.3081144649155,16.6571395908503,28.5378398237849,6.55010438394199
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Denmark,DNK,1.37220049768918,3.30517811237606,7.6965669988926,1.8530454398968,0.420711974110115,0.75813157251162,0.813609467455631,1.14713216957602,0.250000000000031,0.452034153691575,0.56402054044954,0.789071780078062,2.3979148566464,2.7586822605125,2.31092436974789,1.30470991024337,3.41626794258373,1.69326586220315,1.92422138464594,1.81781458291254,1.15435693124932,2.07507820646507,2.42443661219697,2.33787000255262,2.90328203236453,2.4977954440453,1.84565122007889,2.18216677907116,2.12629802275584,2.08360842382846,1.99201463809526,1.25785667953259,2.09604442933217,2.39515331724415,2.64160306382,4.77272342435522,4.5351330101572,4.01999345683163,3.67818411863452,4.6787514518325,6.29077936023771,6.90822881158842,10.1208256779823,11.7673874344181,12.3053240760182,9.61105037907122,10.2136545710405,10.9222378100329,9.01029083562224,9.60561207538676
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Greece,GRC,2.74149045788606,3.46480128513405,9.64525981280632,1.22382501019854,-1.24798355581405,0.253007522038157,0.62562141345364,1.12125452031419,-0.825653978390973,-1.73588804765284,-1.31226096405506,-0.921269454256994,1.50152696177758,3.3298532335065,4.71298907760388,1.21007269197809,4.15279708110293,2.89500321516578,3.19594684144545,3.54507273335078,2.8988481075817,3.53065027765552,3.62935871878874,3.37396832213867,3.1511816249383,2.6366330602198,4.76622572397641,5.5360026677348,8.19455217632728,8.93451415961517,10.8740756809132,14.4112644439348,15.8770737923919,19.4558456445745,20.433499109463,13.6555638723612,13.5288583215049,16.3968631635363,23.0154508205013,19.3146929406642,18.4568132050187,20.1794812892138,20.9910886220016,24.5060675977966,24.6758939736232,19.0941746808767,12.5724256724441,12.3697970875078,13.0242794587955,13.6287617821755
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,France,FRA,1.99904942291463,4.87835726508441,5.22236748369735,1.64233141038385,0.476498852725066,1.10825492288294,1.85081508315502,1.03228275064662,0.18333486112386,0.0375143805125182,0.50775882293799,0.863715497861805,1.9541953161351,2.11159795174994,1.53112270420926,0.0876204781574552,2.81286194914787,1.4879980595386,1.67512449608723,1.74586936380482,2.14208964640241,2.09847219146923,1.9234122872706,1.63478079549601,1.67595988720927,0.537141639134645,0.651126867833049,1.20394294026962,1.98288365089738,1.79648142095595,1.65551532926993,2.10446277124644,2.36376046269353,3.21340732409687,3.19428338029475,3.49830220700749,2.70081527508113,3.28889821400133,2.53852591781417,5.83109973854516,7.67380262247321,9.45954847235318,11.9784719523806,13.3144055680071,13.5625788483016,10.6467341716664,9.2505584672443,9.49455467190434,9.62549578155529,11.6859272493228
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,India,IND,4.95303550973656,5.64914318907925,6.69903414079852,5.13140747176369,6.62343677628535,3.72950573539129,3.9388264669163,3.32817337461298,4.94821634062141,4.90697344127256,6.66565671867899,10.0178784746102,9.47899691419801,8.91179336483371,11.9893899204244,10.8823529411764,8.34926704907581,6.37288135593231,5.79652337561634,4.24634362031922,3.76725173477515,3.80585899528851,4.29715203929563,3.77929312235637,4.0094359104519,4.66982038037594,13.2308389767977,7.16425211462724,8.97715233826453,10.2248861637544,10.2479355556119,6.32689048779867,11.7878170418134,13.8702461773683,8.9712325027325,7.07428002942301,9.38347186185335,8.80112581251833,8.72972072702581,5.55642423236554,8.3189071186008,11.8680812986734,7.89074279377487,13.112546897642,11.3460734795095,6.27568336762335,2.5230487569518,8.30747009171166,-7.63394763392882,5.74843029767437
