Country Name,Year,Tariff_Rate,GDP_growth_pct,FDI_pct_gdp,inflation,pop_growth,TB_bil
Algeria,2005,10.23,5.39999999999989,1.07990333031144,1.38244656662118,1.46330884553002,24.200999999998903
Algeria,2006,9.93,2.90000000000011,1.49572335207527,2.31149918514424,1.54127363754195,31.9470000000014
Algeria,2007,9.63,3.09999999999988,1.1838181536619,3.67899574741699,1.6690716779345,30.1256067552432
Algeria,2008,9.2,2.5000000000001,1.46277344571787,4.85859062814939,1.81885306168943,32.47630840181619
Algeria,2009,9.36,1.19999999999996,1.82742164668261,5.73706036145628,1.91588522187232,-0.9098065772498016
Algeria,2014,8.35,4.09999999999997,0.628688968391006,2.91692692067458,2.03786524232338,-7.677836862531593
Algeria,2015,8.27,3.20000000000009,-0.286832290676438,4.78444700693889,2.05624795728459,-25.3849083621844
Algeria,2016,8.85,3.89999999999995,0.906300705997461,6.39769480268757,2.05569111181654,-27.4494901805444
Algeria,2017,9.38,1.50000000000003,0.647902696344899,5.59111590961664,2.03200060784518,-22.4026359344411
Algeria,2018,9.98,1.40000000000002,0.753576088552125,4.26999020467084,1.93780623340147,-15.701394555132795
Algeria,2019,9.99,0.899999999999949,0.713947308015691,1.95176821052892,1.84041291439333,-15.707643325166496
Algeria,2020,10.16,-4.99999999999997,0.693816014772842,2.41513094083414,1.71191216459393,-17.445134687810203
Algeria,2021,10.29,3.79999999999995,0.466728479682942,7.22606307415477,1.61936460233826,-2.4411257828097
Algeria,2022,9.25,3.59999999999998,0.413487955988728,9.26551551551553,1.58758210690673,22.612781485899703
Brazil,1989,31.92,3.16000000000032,0.273855965905703,1430.7237251472,1.84389971585717,13.327
Brazil,1990,18.95,-4.35000000000022,0.212693158602162,2947.732772483,1.78613575086263,6.986
Brazil,1991,16.54,1.03218958549303,0.32201174402017,432.786661926461,1.71576956519978,6.687
Brazil,1992,15.71,-0.54407204977727,0.62798622938011,951.962053052818,1.66724681782032,11.897
Brazil,1993,13.02,4.9246900037071,0.350808564777038,1927.38079016026,1.61992855794359,8.739
Brazil,1994,13.26,5.85287036219013,0.584731354072149,2075.88839757325,1.56329973533197,5.515
Brazil,1995,10.97,4.22379363350413,0.631586020354494,66.0070335542481,1.53901255207011,-10.652
Brazil,1996,14.83,2.20886405039022,1.47596541135756,15.7576656002606,1.51410759163045,-13.512
Brazil,1997,14.0,3.39484598630671,2.15045305915354,6.92671251629154,1.48650426533337,-19.380594698576303
